	x	y
593	please pick the fastest way for me and don't be repetitive car, you're not doing well your job!	distance
594	thank you car, just pick the fastest route and let's go there	poi
595	can you find me parking nearby	distance&poi_type
596	yes, what is the address?	poi
597	find out the temperature in alhambra on tuesday	date&location&weather_attribute
598	will it be warm in brentwood on sunday?	date&location&weather_attribute
599	get me the address to a chinese restaurant in the area.	poi_type
600	give me a quick route to a pizza restaurant within 5 miles of here	distance&poi_type
601	where is domino's at?	distance&poi&poi_type
602	yes, please pick a quick route and send it on my screen!	poi
603	what time is my meeting and who is going to be there and what is the agenda?	event
604	what's the temperature	weather_attribute
605	yes, menlo parl, find out the temperature for friday, please. 	date&location&weather_attribute
606	i have a meeting at 3 pm, set a reminder. 	event&time
607	later this week, on friday. 	date&event&time
608	ok, it is with my boss, to go over the budget	agenda&event&party
609	where's the nearest shopping mall	distance&poi_type
610	yes sounds great. 	poi
611	ok, please give me directions via the fastest available route. 	traffic_info
612	check the weather for today	date
613	find out if there is frost in inglewood	date&location&weather_attribute
614	what time is the exercise class	event
615	durham.	location
616	will it be warm during the weekend?	date&location&weather_attribute
617	set my route to the closest mall	distance&poi_type
618	great thank you	address&poi&poi_type
619	thank you for directions via the quickest route. 	distance&poi&poi_type
620	does the weekend outlook say if there will be dew in mountain view?	date&location&weather_attribute
621	give me the full weekly weather forecast	date
622	will it snow in manhattan this week?	date&location&weather_attribute
623	set a reminder on my calendar for football practice at 4:50 pm on august 12th	date&event&time
624	i'm not feeling well show me the fastest route to the nearest hospital	distance&poi_type
625	navigating to stanford childrens health.	poi
626	i'm not feeling well, just show me the fastest route please	traffic_info
627	set reminder for dinner	event
628	what time and date did you set it for?	event
629	are there any hospitals near me	distance&poi_type
630	please pick the quickest route and send it on my map, thank you!	distance&poi
631	what's the forecast for the weather today	date
632	redwood city, please. which one will be the highest temperature?	location&weather_attribute
633	car i need to get to a shopping center: please pick the quickest one around here	distance&poi_type
634	i need a route with no traffic please. 	traffic_info
635	check to see if there will be rain today or tomorrow in alameda	date&location&weather_attribute
636	what time is my tennis activity and who will be attending it?	event
637	find me a hotel nearby	distance&poi_type
638	pick the fastes route and let's go there!	traffic_info
639	thanks for the help. 	address&distance&poi&poi_type&traffic_info
640	make an appointment for me to get my laboratory results later this week	agenda
641	what is the date of my swimming activity and who is attending?	event
642	the one on saturday.	date&event
643	yes please.	event
644	find weekly weather forecast	date
645	i would like to have it for san francisco please	location
646	schedule swimming tomorrow at 2 with my brother	event&party&time
647	it is tomorrow	date
648	2pm, please.	time
649	set an alarm for my doctor's appointment	agenda&event
650	i want to set it up for friday, 1 pm.	date&time
651	hi car, can you set a reminder for my conference at 5 pm, the 6th of this month, with executive team for 1 pm?	date&event&party&time
652	5 pm	time
653	tell me will there be snow in redwood city on monday?	date&location&weather_attribute
654	show me nearby parking	distance&poi_type
655	when is the football event and who is attending?	event
656	can you tell me when my swimming activity is? 	event
657	directions to the nearest takeout chinese restaurant	distance&poi
658	is it the quickest within 3 miles?	distance
659	is it stormy in san francisco right now?	date&location&weather_attribute
660	take me to the nearest starbucks please	distance&poi&poi_type
661	yes please, but please avoid all traffic. 	distance&poi
662	could you confirm the address please?	distance&poi&poi_type&traffic_info
663	i need to know the agenda for my meeting as well as who is attending and the location. 	event
664	what shopping centers are around?	poi_type
665	ok find me the shortest distance and give me the address please.	address&distance
666	car i want pizza, please send me the address of any pizza restaurant nearby	poi_type
667	where does my friend live?	poi_type
668	yes, thank you, please pick the shortest distance to reach him!	distance
669	yes, it should be near me in the direction we're going now	address&distance&poi
670	yes, please show on the map the quickest way to get there	address&distance&poi&poi_type
671	show me directions to the nearest starbucks	distance&poi
672	do you have any coffee shops? the one with the quickest route please.	distance&poi_type
673	when is my conference and where is it	event
674	car i'm desiring to do some shopping: which one is it the nearest shopping center? anything within 4 miles?	distance&poi_type
675	when is my dentist appointment	date&event&time
676	is it gonna be blizzard today in danville?	date&location&weather_attribute
677	i need to know when the conference is, where it is, and who is attending. 	event
